Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
58085227,Free: A Child and a Country at the End of History,Lea Ypi,"Ypi, Lea",,"=""0393867730""","=""9780393867732""",0,4.30,W. W. Norton & Company,Hardcover,288,2022,2021,,2021/12/23,to-read,to-read (#113),to-read,,,,0,0
53168757,Long Live the Post Horn!,Vigdis Hjorth,"Hjorth, Vigdis",Charlotte Barslund,"=""""","=""""",0,3.62,Verso Fiction,ebook,240,2020,2012,,2021/12/23,to-read,to-read (#112),to-read,,,,0,0
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",5,4.30,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,2021/12/20,2021/01/29,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2021/12/06,to-read,to-read (#111),to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.30,Penguin Books,Paperback,487,2005,2001,,2021/12/06,to-read,to-read (#110),to-read,,,,0,0
4912857,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""0385528701""","=""9780385528702""",0,4.02,Doubleday,Hardcover,531,2009,2008,,2021/12/06,to-read,to-read (#109),to-read,,,,0,0
16532,Of Love and Shadows,Isabel Allende,"Allende, Isabel",,"=""0553383833""","=""9780553383836""",0,3.99,Dial Press Trade Paperback,Paperback,304,2005,1984,,2021/12/06,to-read,to-read (#108),to-read,,,,0,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.29,Dial Press Trade Paperback,Paperback,448,2005,1982,,2021/12/06,to-read,to-read (#107),to-read,,,,0,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.87,Penguin Books,Kindle Edition,382,2020,2020,,2021/11/15,to-read,to-read (#106),to-read,,,,0,0
16951,"When the Lion Feeds (Courtney publication, #1; Courtney chronological, #10)",Wilbur Smith,"Smith, Wilbur",,"=""0312940661""","=""9780312940669""",0,4.24,St. Martin's Paperbacks,Mass Market Paperback,534,2006,1964,,2021/11/14,to-read,to-read (#105),to-read,,,,0,0
58346188,Le Voyant d'Étampes,Abel Quentin,"Quentin, Abel",,"=""""","=""9791032909294""",0,3.82,Éditions de l'Observatoire,Paperback,384,2021,2021,,2021/11/13,to-read,to-read (#104),to-read,,,,0,0
58859524,La plus secrète mémoire des hommes,Mohamed Mbougar Sarr,"Sarr, Mohamed Mbougar",,"=""284876886X""","=""9782848768861""",0,4.18,Philippe Rey,Paperback,464,2021,2021,,2021/11/03,to-read,to-read (#103),to-read,,,,0,0
54633172,The Promise,Damon Galgut,"Galgut, Damon",,"=""1784744069""","=""9781784744069""",0,3.85,Chatto & Windus,Hardcover,293,2021,2021,,2021/11/03,to-read,to-read (#102),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2021/08/28,to-read,to-read (#101),to-read,,,,0,0
49612237,Les Indes fourbes,Alain Ayroles,"Ayroles, Alain",Juanjo Guarnido,"=""2756035734""","=""9782756035734""",0,4.44,Delcourt,Hardcover,160,2019,2019,,2021/03/11,,,read,,,,1,0
55577690,Snowflake,Louise Nealon,"Nealon, Louise",,"=""0063073935""","=""9780063073937""",0,3.86,Harper,Hardcover,336,2021,2021,,2021/08/01,to-read,to-read (#100),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.02,Penguin Press,Hardcover,246,2019,2019,,2021/07/07,to-read,to-read (#99),to-read,,,,0,0
5488,"The Cairo Trilogy: Palace Walk, Palace of Desire, Sugar Street (The Cairo Trilogy #1-3)",Naguib Mahfouz,"Mahfouz, Naguib",,"=""""","=""9780375413315""",0,4.46,Everyman's Library,Hardcover,1313,2001,1957,,2021/06/30,to-read,to-read (#98),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.28,Pocket Books,Paperback,399,2005,1989,,2021/06/23,to-read,to-read (#97),to-read,,,,0,0
1291973,The Real World of Technology,Ursula Martius Franklin,"Franklin, Ursula Martius",,"=""088784636X""","=""9780887846366""",0,4.16,House of Anansi Press,Paperback,210,1999,1990,,2021/06/23,to-read,to-read (#96),to-read,,,,0,0
42170844,The Twenty-Six Words That Created the Internet,Jeff Kosseff,"Kosseff, Jeff",,"=""1501735780""","=""9781501735783""",0,4.17,Cornell University Press,ebook,313,2019,,,2021/06/23,to-read,to-read (#95),to-read,,,,0,0
40180107,White House Warriors: How the National Security Council Transformed the American Way of War,John  Gans,"Gans, John",,"=""1631494562""","=""9781631494567""",0,3.70,Liveright,Hardcover,272,2019,,,2021/06/23,to-read,to-read (#94),to-read,,,,0,0
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,"=""0374191484""","=""9780374191481""",0,4.17,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,,2021/06/17,to-read,to-read (#93),to-read,,,,0,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,3.74,Riverhead,Hardcover,231,2017,2017,,2021/05/22,to-read,to-read (#92),to-read,,,,0,0
50732671,Apeirogon,Colum McCann,"McCann, Colum",,"=""030787804X""","=""9780307878045""",0,4.25,Random House Audio Publishing Group,Audio CD,15,2020,2019,,2021/05/15,to-read,to-read (#91),to-read,,,,0,0
35084223,bone,Yrsa Daley-Ward,"Daley-Ward, Yrsa",,"=""014313261X""","=""9780143132615""",0,4.14,Penguin Books,Paperback,138,2017,2014,,2021/04/10,to-read,to-read (#90),to-read,,,,0,0
53404229,New Yorkers: A City and Its People in Our Time,Craig Taylor,"Taylor, Craig",,"=""0393242323""","=""9780393242324""",0,4.07,W. W. Norton & Company,Hardcover,432,2021,2021,,2021/03/26,to-read,to-read (#89),to-read,,,,0,0
53328334,A Town Called Solace,Mary Lawson,"Lawson, Mary",,"=""1784743925""","=""9781784743925""",0,4.01,Chatto & Windus,Hardcover,302,2021,2021,,2021/03/26,to-read,to-read (#88),to-read,,,,0,0
52766142,Aftershocks,Nadia Owusu,"Owusu, Nadia",,"=""1982111224""","=""9781982111229""",0,3.90,Simon  Schuster,Hardcover,299,2021,2021,,2021/03/26,to-read,to-read (#87),to-read,,,,0,0
57060588,No Country,Patrice Aggs,"Aggs, Patrice",Joe Brady,"=""""","=""""",0,4.05,David Fickling Books,Kindle Edition,205,2021,,,2021/03/26,to-read,to-read (#86),to-read,,,,0,0
57423312,How to Read Numbers: A Guide to Stats in the News (and Knowing When to Trust Them),Tom  Chivers,"Chivers, Tom",David Chivers,"=""1474619967""","=""9781474619967""",0,4.30,Weidenfeld and Nicolson,Hardcover,208,2021,2021,,2021/03/26,to-read,to-read (#85),to-read,,,,0,0
56555203,Kitchenly 434,Alan Warner,"Warner, Alan",,"=""1474619533""","=""9781474619530""",0,3.44,Orion Publishing Co,Hardcover,272,2021,,,2021/03/26,to-read,to-read (#84),to-read,,,,0,0
12867689,Les Ignorants : Récit d'une initiation croisée,Étienne Davodeau,"Davodeau, Étienne",,"=""2754803823""","=""9782754803823""",0,4.21,Futuropolis,Hardcover,272,2011,2011,,2021/03/16,to-read,to-read (#83),to-read,,,,0,0
52152665,La Bombe,Alcante,"Alcante, Alcante","Laurent-Frédéric Bollée, Denis Rodier","=""2344020632""","=""9782344020630""",0,4.55,Glénat,Hardcover,472,2020,2020,,2021/03/11,to-read,to-read (#82),to-read,,,,0,0
25839838,The Hunting Accident,David L.  Carlson,"Carlson, David L.",Landis Blair,"=""""","=""""",4,4.32,,Hardcover,431,2015,2015,2021/03/09,2021/01/29,,,read,,,,1,0
7826803,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0312429983""","=""9780312429980""",5,3.91,Picador,Paperback,604,2010,2009,2021/02/12,2021/01/05,,,read,,,,2,0
194006,Legacy,Susan  Kay,"Kay, Susan",,"=""038070322X""","=""9780380703227""",0,4.15,Avon Books,Paperback,647,1987,1983,,2021/02/15,to-read,to-read (#81),to-read,,,,0,0
43565328,The Europeans: Three Lives and the Making of a Cosmopolitan Culture,Orlando Figes,"Figes, Orlando",,"=""1627792147""","=""9781627792141""",0,4.25,Metropolitan Books,Hardcover,483,2019,2019,,2021/02/09,to-read,to-read (#80),to-read,,,,0,0
8062894,Dime quién soy,Julia Navarro,"Navarro, Julia",,"=""8401337550""","=""9788401337550""",0,4.40,Plaza & Janes Editores,Hardcover,1104,2010,2010,,2021/02/09,to-read,to-read (#79),to-read,,,,0,0
49898462,The Gaming Mind: A New Psychology of Videogames and the Power of Play,Alexander Kriss,"Kriss, Alexander",,"=""1615196811""","=""9781615196814""",0,3.89,The Experiment,Paperback,288,2020,2020,,2021/02/09,to-read,to-read (#78),to-read,,,,0,0
56320170,The First Woman,Jennifer Nansubuga Makumbi,"Makumbi, Jennifer Nansubuga",,"=""0861540263""","=""9780861540266""",0,4.15,One World,Paperback,0,2020,2020,,2021/01/01,to-read,to-read (#68),to-read,,,,0,0
49374086,The Discomfort of Evening,Lucas Rijneveld,"Rijneveld, Lucas",Michele Hutchison,"=""0571349366""","=""9780571349364""",0,3.45,Faber & Faber,Paperback,282,2020,2018,,2021/01/26,to-read,to-read (#77),to-read,,,,0,0
1817365,"L'homme Hérissé: Liabeuf, Tueur De Flics",Yves Pagès,"Pagès, Yves",,"=""2908744538""","=""9782908744538""",0,3.00,Insomniaque,Mass Market Paperback,141,2001,2001,,2021/01/24,to-read,to-read (#76),to-read,,,,0,0
53970536,L'Anomalie,Hervé Le Tellier,"Tellier, Hervé Le",,"=""207289509X""","=""9782072895098""",0,3.80,Gallimard,Paperback,327,2020,2020,,2021/01/10,to-read,to-read (#75),to-read,,,,0,0
673959,Let It Rain Coffee,Angie Cruz,"Cruz, Angie",,"=""0743212045""","=""9780743212045""",0,3.76,Simon  Schuster,Paperback,304,2006,2005,,2021/01/08,to-read,to-read (#74),to-read,,,,0,0
43565323,"Black Wave: Saudi Arabia, Iran, and the Forty-Year Rivalry That Unraveled Culture, Religion, and Collective Memory in the Middle East",Kim Ghattas,"Ghattas, Kim",,"=""1250131200""","=""9781250131201""",0,4.40,Henry Holt and Co.,Hardcover,400,2020,2020,,2021/01/08,to-read,to-read (#73),to-read,,,,0,0
38114460,"The Way of All Flesh (Raven, Fisher, and Simpson, #1)",Ambrose Parry,"Parry, Ambrose",,"=""1786893789""","=""9781786893789""",0,3.93,Canongate Books,Hardcover,409,2018,2018,,2021/01/08,to-read,to-read (#72),to-read,,,,0,0
44283559,"The Art of Dying (Raven, Fisher, and Simpson, #2)",Ambrose Parry,"Parry, Ambrose",,"=""""","=""""",0,4.15,Canongate Books,ebook,416,2019,2019,,2021/01/08,to-read,to-read (#71),to-read,,,,0,0
45992717,"The Mirror & the Light (Thomas Cromwell, #3)",Hilary Mantel,"Mantel, Hilary",,"=""0805096604""","=""9780805096606""",0,4.40,Henry Holt and Company,Hardcover,757,2020,2020,,2021/01/07,to-read,to-read (#70),to-read,,,,0,0
38385947,The Soul of America: The Battle for Our Better Angels,Jon Meacham,"Meacham, Jon",,"=""039958983X""","=""""",0,4.26,Random House,Kindle Edition,372,2018,2018,,2021/01/07,to-read,to-read (#69),to-read,,,,0,0
10435551,Riña de gatos: Madrid 1936,Eduardo Mendoza,"Mendoza, Eduardo",,"=""8408097253""","=""9788408097259""",4,3.55,Editorial Planeta,Hardcover,432,2010,2010,,2019/11/05,,,read,,,,1,0
48905603,The Hardest Job in the World: The American Presidency,John Dickerson,"Dickerson, John",,"=""1984854526""","=""9781984854520""",0,4.07,Random House,Kindle Edition,935,2020,2020,,2020/12/31,to-read,to-read (#67),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",5,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,2020/12/31,2019/11/05,,,read,,,,1,0
825509,A Place Called Freedom,Ken Follett,"Follett, Ken",,"=""""","=""""",4,4.07,Ballantine Books,Mass Market Paperback,437,1996,1995,2020/12/31,2020/05/05,,,read,,,,1,0
40819224,The Parade,Dave Eggers,"Eggers, Dave",,"=""0735277524""","=""9780735277526""",0,3.64,Knopf,Hardcover,192,2019,2019,,2020/12/30,to-read,to-read (#66),to-read,,,,0,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215,1994,1958,,2020/12/29,to-read,to-read (#65),to-read,,,,0,0
51025650,On Time and Water,Andri Snær Magnason,"Magnason, Andri Snær",Lytton Smith,"=""194883023X""","=""9781948830232""",0,4.27,Open Letter,Hardcover,329,2021,2019,,2020/12/25,to-read,to-read (#64),to-read,,,,0,0
12738,The Transit of Venus,Shirley Hazzard,"Hazzard, Shirley",,"=""1860491812""","=""9781860491818""",0,4.00,Virago,Paperback,337,1995,1980,,2020/12/24,to-read,to-read (#63),to-read,,,,0,0
38463,If Beale Street Could Talk,James Baldwin,"Baldwin, James",,"=""0307275930""","=""9780307275936""",0,4.27,Vintage,Paperback,197,2006,1974,,2020/12/09,to-read,to-read (#62),to-read,,,,0,0
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.52,Vintage Books,Paperback,1246,1975,1974,,2020/12/09,currently-reading,currently-reading (#1),currently-reading,,,,1,0
651858,The Year of the French,Thomas Flanagan,"Flanagan, Thomas",,"=""159017108X""","=""9781590171080""",0,4.09,NYRB Classics,Paperback,516,2004,1979,,2020/12/09,to-read,to-read (#61),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.17,CRC Press,Paperback,376,1997,1996,,2020/12/09,to-read,to-read (#60),to-read,,,,0,0
43305488,Children of Ash and Elm: A History of the Vikings,Neil Price,"Price, Neil",,"=""""","=""""",0,4.15,Allen Lane,Hardcover,656,2020,2020,,2020/12/09,to-read,to-read (#59),to-read,,,,0,0
40495148,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",0,4.18,Mariner Books,Kindle Edition,349,2013,1995,,2020/12/09,to-read,to-read (#58),to-read,,,,0,0
14276,"So Long, See You Tomorrow",William Maxwell,"Maxwell, William",,"=""1860464181""","=""9781860464188""",0,3.90,Harvill,Paperback,135,1998,1980,,2020/12/09,to-read,to-read (#57),to-read,,,,0,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,4.11,Harper Perennial Modern Classics,Paperback,546,2005,1998,,2020/08/12,to-read,to-read (#56),to-read,,,,0,0
3591262,Cutting for Stone,Abraham   Verghese,"Verghese, Abraham",,"=""0375414495""","=""9780375414497""",0,4.33,Alfred A. Knopf,Hardcover,560,2009,2009,,2020/08/12,to-read,to-read (#55),to-read,,,,0,0
89821,The Map of Love,Ahdaf Soueif,"Soueif, Ahdaf",,"=""0385720114""","=""9780385720113""",0,3.81,Knopf Doubleday Publishing Group,Paperback,529,2000,1999,,2020/08/12,to-read,to-read (#54),to-read,,,,0,0
1107440,The Invisible Enemy: A Natural History of Viruses,Dorothy H. Crawford,"Crawford, Dorothy H.",,"=""0198564813""","=""9780198564812""",0,3.96,Oxford University Press,Paperback,275,2003,2000,,2020/08/12,to-read,to-read (#53),to-read,,,,0,0
23995368,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0804172447""","=""9780804172448""",0,4.07,Vintage,Paperback,336,2015,2014,,2020/08/11,to-read,to-read (#52),to-read,,,,0,0
51542370,Pew,Catherine Lacey,"Lacey, Catherine",,"=""0374230927""","=""9780374230920""",0,3.70,"Farrar, Straus and Giroux",Hardcover,224,2020,2020,,2020/08/08,to-read,to-read (#51),to-read,,,,0,0
52000059,The Flame,Leonard Cohen,"Cohen, Leonard",,"=""1786893142""","=""9781786893147""",0,4.04,Canongate Books,paperback,288,2019,2018,,2020/08/08,to-read,to-read (#50),to-read,,,,0,0
42972008,This Is Happiness,Niall Williams,"Williams, Niall",,"=""163557420X""","=""9781635574203""",0,4.23,Bloomsbury Publishing,Hardcover,400,2019,2019,,2020/08/08,to-read,to-read (#49),to-read,,,,0,0
17879710,Mr Loverman,Bernardine Evaristo,"Evaristo, Bernardine",,"=""""","=""""",0,4.19,Penguin,Paperback,307,2013,2013,,2020/07/30,to-read,to-read (#48),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2020/07/10,to-read,to-read (#47),to-read,,,,0,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.06,Doubleday,Hardcover,320,2016,2016,,2020/05/05,to-read,to-read (#46),to-read,,,,0,0
52914416,Memoirs and Misinformation,Jim Carrey,"Carrey, Jim",Dana Vachon,"=""0525655972""","=""9780525655978""",0,2.86,Knopf Publishing Group,Hardcover,255,2020,2020,,2020/02/19,to-read,to-read (#43),to-read,,,,0,0
35171984,Fantasyland: How America Went Haywire: A 500-Year History,Kurt Andersen,"Andersen, Kurt",,"=""""","=""""",0,4.09,Random House,Kindle Edition,429,2017,2017,,2020/03/09,to-read,to-read (#45),to-read,,,,0,0
28819132,A Little History of Religion,Richard Holloway,"Holloway, Richard",,"=""0300208839""","=""9780300208832""",0,4.21,Yale University Press,Hardcover,256,2016,2016,,2020/03/04,to-read,to-read (#44),to-read,,,,0,0
29502354,Rest: Why You Get More Done When You Work Less,Alex Soojung-Kim Pang,"Pang, Alex Soojung-Kim",,"=""0465074871""","=""9780465074877""",0,3.80,Basic Books,Hardcover,320,2016,2016,,2020/02/18,to-read,to-read (#42),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2020/01/16,to-read,to-read (#41),to-read,,,,0,0
3805,The Corrections,Jonathan Franzen,"Franzen, Jonathan",,"=""1841156736""","=""9781841156736""",0,3.84,Fourth Estate Paperbacks,Paperback,653,2002,2001,,2020/01/01,to-read,to-read (#40),to-read,,,,0,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",0,3.90,Doubleday Books,Hardcover,325,2018,2018,,2020/01/01,to-read,to-read (#39),to-read,,,,0,0
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",0,4.27,Hamish Hamilton,Kindle Edition,453,2019,2019,,2020/01/01,to-read,to-read (#38),to-read,,,,0,0
2473454,Submarine,Joe Dunthorne,"Dunthorne, Joe",,"=""1400066832""","=""9781400066834""",0,3.74,Random House,Hardcover,320,2008,2008,,2020/01/01,to-read,to-read (#37),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,,2020/01/01,to-read,to-read (#36),to-read,,,,0,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,3.65,Doubleday,Hardcover,226,2018,2018,,2019/12/27,to-read,to-read (#35),to-read,,,,0,0
31842429,Patria,Fernando Aramburu,"Aramburu, Fernando",Willi Zurbrüggen,"=""8490663270""","=""9788490663271""",0,4.41,Tusquets,Kindle Edition,889,2016,2016,,2019/12/27,to-read,to-read (#34),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,2019/12/27,2019/11/05,,,read,,,,1,0
49795880,Tous les hommes n'habitent pas le monde de la même façon,Jean-Paul Dubois,"Dubois, Jean-Paul",,"=""2823615164""","=""9782823615166""",0,3.72,Editions de l'Olivier,Paperback,256,2019,2019,,2019/11/05,to-read,to-read (#30),to-read,,,,0,0
46216150,Jolis Jolis Monstres,Julien Dufresne-Lamy,"Dufresne-Lamy, Julien",,"=""2714479855""","=""9782714479853""",0,4.13,Belfond,Paperback,416,2019,2019,,2019/12/17,to-read,to-read (#33),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2019/11/05,to-read,to-read (#32),to-read,,,,0,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",0,4.23,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2019/11/05,2019/03/29,,,read,,,,1,0
46213372,Par les routes,Sylvain Prudhomme,"Prudhomme, Sylvain",,"=""207274038X""","=""9782072740381""",0,3.59,Gallimard,Paperback,304,2019,2019,,2019/11/05,to-read,to-read (#31),to-read,,,,0,0
38348476,Calypso,David Sedaris,"Sedaris, David",,"=""0316392359""","=""9780316392358""",0,4.11,"Little, Brown and Company",Kindle Edition,272,2018,2018,,2019/02/21,to-read,to-read (#3),to-read,,,,0,0
11359,Tar Baby,Toni Morrison,"Morrison, Toni",,"=""1400033446""","=""9781400033447""",0,3.99,Vintage,Paperback,305,2004,1981,,2019/08/16,to-read,to-read (#29),to-read,,,,0,0
11346,Sula,Toni Morrison,"Morrison, Toni",,"=""0452283868""","=""9780452283862""",0,4.05,Plume,Paperback,174,2002,1973,,2019/08/16,to-read,to-read (#28),to-read,,,,0,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.15,Vintage,Paperback,338,2004,1977,,2019/08/16,to-read,to-read (#27),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Plume,Paperback,216,2005,1970,,2019/08/16,to-read,to-read (#26),to-read,,,,0,0
6149,"Beloved (Beloved Trilogy, #1)",Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.97,Vintage,Paperback,325,2004,1987,,2019/08/16,to-read,to-read (#25),to-read,,,,0,0
39218350,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie  Land,"Land, Stephanie",Barbara Ehrenreich,"=""""","=""""",0,3.86,Hachette Books,Hardcover,289,2019,2019,,2019/08/16,to-read,to-read (#24),to-read,,,,0,0
7930252,How to Read the Air,Dinaw Mengestu,"Mengestu, Dinaw",,"=""1594487707""","=""9781594487705""",0,3.26,Riverhead Books,Hardcover,305,2010,2010,,2019/08/16,to-read,to-read (#23),to-read,,,,0,0
8366402,The Tiger's Wife,Téa Obreht,"Obreht, Téa",,"=""0385343833""","=""9780385343831""",0,3.42,Random House,Hardcover,338,2011,2011,,2019/08/16,to-read,to-read (#22),to-read,,,,0,0
43062975,Inland,Téa Obreht,"Obreht, Téa","Anna Chlumsky, Edoardo Ballerini, Euan Morton","=""0449807053""","=""9780449807057""",0,3.43,Random House Audio,Audio CD,14,2019,2019,,2019/08/16,to-read,to-read (#21),to-read,,,,0,0
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,3.98,Knopf,Hardcover,290,2016,2016,,2019/08/16,to-read,to-read (#20),to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2019/08/16,to-read,to-read (#19),to-read,,,,0,0
40274582,American Spy,Lauren Wilkinson,"Wilkinson, Lauren",,"=""0812998952""","=""9780812998955""",0,3.49,Random House,Hardcover,292,2019,2019,,2019/08/16,to-read,to-read (#18),to-read,,,,0,0
33652490,Men Without Women,Haruki Murakami,"Murakami, Haruki","Phillip Gabriel, Ted Goossen, Chip Kidd","=""0385689454""","=""9780385689458""",0,3.74,Bond Street Books,Kindle Edition,242,2017,2014,,2019/08/16,to-read,to-read (#17),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,,2019/08/16,to-read,to-read (#16),to-read,,,,0,0
69681,La verdad sobre el caso Savolta,Eduardo Mendoza,"Mendoza, Eduardo",,"=""8432230189""","=""9788432230189""",4,3.87,Editorial Seix Barral,Paperback,464,1999,1975,2019/03/25,2019/02/09,,,read,,,,1,0
21400742,Outline,Rachel Cusk,"Cusk, Rachel",,"=""0571233627""","=""9780571233625""",0,3.67,Faber & Faber,Hardcover,249,2014,2014,,2019/02/09,to-read,to-read (#15),to-read,,,,0,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",0,3.98,Knopf,Hardcover,294,2018,2018,,2019/03/24,to-read,to-read (#14),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.89,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2019/03/24,to-read,to-read (#13),to-read,,,,0,0
38330854,The Perfect Nanny,Leïla Slimani,"Slimani, Leïla",Sam Taylor,"=""""","=""""",0,3.40,Penguin Books,Paperback,228,2018,2016,,2019/03/24,to-read,to-read (#12),to-read,,,,0,0
35297339,Asymmetry,Lisa Halliday,"Halliday, Lisa",,"=""150116676X""","=""9781501166761""",0,3.43,Simon & Schuster,Hardcover,277,2018,2018,,2019/03/24,to-read,to-read (#11),to-read,,,,0,0
33597976,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""""","=""""",0,4.01,Reagan Arthur Books,Kindle Edition,423,2012,2012,,2019/03/24,to-read,to-read (#10),to-read,,,,0,0
41068144,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,Karen Kilgariff,"Kilgariff, Karen",,"=""""","=""""",0,4.07,Forge Books,Kindle Edition,304,2019,2019,,2019/03/24,to-read,to-read (#9),to-read,,,,0,0
302998,The Buddha of Suburbia,Hanif Kureishi,"Kureishi, Hanif",,"=""014013168X""","=""9780140131680""",0,3.75,Penguin Books,Paperback,288,1991,1990,,2019/03/24,to-read,to-read (#8),to-read,,,,0,0
40180023,Eternal Life,Dara Horn,"Horn, Dara",,"=""0393356566""","=""9780393356564""",0,3.80,W. W. Norton & Company,Paperback,256,2019,2018,,2019/03/24,to-read,to-read (#7),to-read,,,,0,0
35068817,Property: Stories Between Two Novellas,Lionel Shriver,"Shriver, Lionel",,"=""0062697951""","=""9780062697950""",0,3.85,Harper,Kindle Edition,337,2018,2018,,2019/03/24,to-read,to-read (#6),to-read,,,,0,0
